Date,Impressions Envoyees,Key
26/07/2017,10449,484786-117
26/07/2017,10456,2437
26/07/2017,10984,2638411805
26/07/2017,11467,472004-43
26/07/2017,12372,1896598203
26/07/2017,13812,395230-2
26/07/2017,14123,394008-57
26/07/2017,14675,598040-15
26/07/2017,14775,395230-15
26/07/2017,15214,393342-15
26/07/2017,15251,393322-10
26/07/2017,15453,393322-57
26/07/2017,15524,4566
26/07/2017,15839,1801
26/07/2017,16094,395228-10
26/07/2017,16124,394400-15
26/07/2017,16696,394024-15
26/07/2017,17723,395228-57
26/07/2017,18189,686610-15
26/07/2017,18370,1113
26/07/2017,18958,7042029007
26/07/2017,19579,471996-10
26/07/2017,24283,5650753803
26/07/2017,25188,392902-10
26/07/2017,25720,686612-15
26/07/2017,27151,394008-10
26/07/2017,27607,7433491808
26/07/2017,28563,394466-15
26/07/2017,29210,392926-2
26/07/2017,31468,392902-57
26/07/2017,31915,4567
26/07/2017,68305,-
